census_block_2010,feature_type,feature_subtype,year,week,value,feature_id
2006,Restaurant Total,2,39,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,39,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,39,2010,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,39,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,39,2014,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,39,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,39,2016,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,40,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,40,2011,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,40,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,40,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,41,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,41,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,41,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,42,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,42,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,42,2014,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,42,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,42,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,43,2011,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,43,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,43,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,43,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,45,2010,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,45,2015,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,46,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,46,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,46,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,46,2014,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,46,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,47,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,47,2011,2,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,47,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,48,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,48,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,48,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,49,2013,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,49,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,49,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,50,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,51,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,51,2011,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,51,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,51,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,52,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,2,53,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,1,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,1,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,1,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,2,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,2,2013,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,2,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,2,2016,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,3,2015,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,4,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,4,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,4,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,4,2012,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,4,2013,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,4,2015,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,5,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,5,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,5,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,5,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,6,2012,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,6,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,6,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,6,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,7,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,7,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,7,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,7,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,8,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,8,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,8,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,8,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,8,2016,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,9,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,9,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,9,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,9,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,9,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,10,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,10,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,10,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,10,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,10,2012,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,10,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,10,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,10,2016,2,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,11,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,11,2013,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,11,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,11,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,11,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,12,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,12,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,12,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,12,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,13,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,13,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,13,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,13,2012,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,13,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,13,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,13,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,13,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,14,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,14,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,14,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,14,2013,2,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,14,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,14,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,14,2016,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,14,2017,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,15,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,15,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,15,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,15,2015,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,15,2016,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,15,2017,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,16,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,16,2011,2,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,16,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,16,2013,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,16,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,16,2016,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,16,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,17,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,17,2017,2,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,18,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,18,2013,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,18,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,18,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,18,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,19,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,19,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,19,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,19,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,19,2014,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,19,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,19,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,20,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,20,2013,2,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,20,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,20,2015,2,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,21,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,21,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,21,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,21,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,21,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,21,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,21,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,22,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,22,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,22,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,22,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,23,2010,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,23,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,23,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,23,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,23,2015,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,23,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2010,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2011,2,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2015,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,24,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,25,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,25,2012,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,25,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,25,2014,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,25,2015,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,25,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,26,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,26,2011,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,26,2012,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,26,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,26,2015,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,26,2016,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,26,2017,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,27,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,27,2016,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,27,2017,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,1990,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,2008,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,2009,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,2010,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,2013,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,2014,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,2015,1,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,2016,0,restaurant_violations_rodent_or_trash
2006,Restaurant Total,3,28,2017,0,restaurant_violations_rodent_or_trash
