census_block_2010,feature_type,feature_subtype,year,week,value,feature_id
1005,Delicatessen,3,29,2017,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,31,2015,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,32,2009,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,32,2011,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,32,2017,1,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,33,2011,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,33,2015,1,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,34,2013,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,34,2014,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,34,2015,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,34,2017,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,35,2014,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,36,2008,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,36,2010,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,36,2011,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,36,2013,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,36,2015,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,37,2013,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,38,2010,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,38,2015,1,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,39,2012,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,39,2015,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,39,2016,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,40,2012,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,41,2009,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,41,2012,1,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,41,2015,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,42,2015,1,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,43,2009,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,43,2015,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,44,2014,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,47,2010,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,47,2011,1,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,47,2013,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,48,2010,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,48,2011,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,49,2014,0,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,50,2015,1,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,51,2016,1,restaurant_violations_rodent_or_trash
1005,Delicatessen,3,52,2014,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,1,2015,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,3,2015,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,3,2016,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,4,2015,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,6,2009,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,7,2017,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,10,2015,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,12,2015,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,12,2017,1,restaurant_violations_rodent_or_trash
1005,Food Products,1,13,2012,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,16,2010,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,17,2015,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,19,2012,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,20,2011,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,21,2015,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,22,2011,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,22,2015,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,23,2014,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,23,2017,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,25,2013,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,27,2009,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,29,2017,1,restaurant_violations_rodent_or_trash
1005,Food Products,1,30,2016,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,33,2016,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,33,2017,1,restaurant_violations_rodent_or_trash
1005,Food Products,1,38,2016,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,39,2012,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,39,2016,1,restaurant_violations_rodent_or_trash
1005,Food Products,1,40,2013,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,42,2011,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,45,2016,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,46,2016,1,restaurant_violations_rodent_or_trash
1005,Food Products,1,48,2013,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,48,2016,1,restaurant_violations_rodent_or_trash
1005,Food Products,1,49,2016,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,51,2014,0,restaurant_violations_rodent_or_trash
1005,Food Products,1,52,2008,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,2,2012,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,4,2017,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,7,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,7,2013,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,7,2017,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,8,2015,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,9,2015,1,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,10,2017,1,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,12,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,12,2012,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,12,2017,1,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,16,2017,1,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,17,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,17,2015,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,18,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,18,2012,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,22,2010,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,22,2013,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,22,2015,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,28,2017,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,31,2008,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,32,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,34,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,35,2010,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,38,2013,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,40,2008,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,40,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,41,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,42,2015,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,44,2008,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,44,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,44,2015,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,45,2008,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,45,2010,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,46,2015,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,48,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,50,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,51,2009,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,52,2009,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,52,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,1,NA,NA,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,1,2015,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,6,2009,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,7,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,8,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,10,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,11,2010,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,11,2014,1,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,12,2013,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,15,2011,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,15,2012,1,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,18,2015,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,20,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,21,2014,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,22,2013,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,23,2012,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,23,2013,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,24,2008,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,39,2012,0,restaurant_violations_rodent_or_trash
1005,Grocery Store,2,45,2015,0,restaurant_violations_rodent_or_trash
1005,Hotel,2,44,2008,0,restaurant_violations_rodent_or_trash
1005,Hotel,3,34,2015,1,restaurant_violations_rodent_or_trash
1005,Hotel,3,35,2014,0,restaurant_violations_rodent_or_trash
1005,Hotel,3,38,2015,0,restaurant_violations_rodent_or_trash
1005,Hotel,3,44,2016,0,restaurant_violations_rodent_or_trash
1005,Hotel,3,46,2012,1,restaurant_violations_rodent_or_trash
1005,Hotel,3,48,2012,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,6,2015,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,17,2016,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,17,2017,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,18,2017,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,19,2015,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,20,2013,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,21,2017,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,23,2017,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,28,2013,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,31,2017,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,33,2015,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,1,48,2014,0,restaurant_violations_rodent_or_trash
1005,Indoor Pool,2,51,2015,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,1,2016,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,7,2016,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,8,2017,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,14,2016,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,15,2015,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,16,2015,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,18,2014,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,18,2017,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,21,2016,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,23,2016,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,29,2014,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,30,2014,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,31,2014,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,31,2017,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,32,2016,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,34,2014,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,38,2015,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,42,2016,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,51,2016,0,restaurant_violations_rodent_or_trash
1005,Mobile Vending,2,52,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,1,2011,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,1,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,2,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,2,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,3,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,3,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,5,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,6,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,7,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,8,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,9,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,9,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,9,2015,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,11,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,12,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,13,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,13,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,14,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,14,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,15,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,15,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,16,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,16,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,16,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,17,2015,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,18,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,18,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,18,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,18,2017,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,19,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,19,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,20,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,20,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,20,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,20,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,21,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,22,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,23,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,23,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,23,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,23,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,24,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,24,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,24,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,24,2016,2,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,24,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,25,2011,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,25,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,25,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,25,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,25,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,26,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,27,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,27,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,28,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,28,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,28,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,28,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,28,2017,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,29,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,29,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,29,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,29,2015,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,29,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,30,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,30,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,30,2017,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,31,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,31,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,31,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,32,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,33,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,33,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,33,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,34,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,34,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,34,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,34,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,34,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,36,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,37,2014,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,38,2013,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,38,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,39,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,39,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,39,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,40,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,40,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,40,2016,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,42,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,42,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,43,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,44,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,45,2016,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,46,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,47,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,47,2015,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,48,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,48,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,49,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,49,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,50,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,50,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,51,2013,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,2,NA,NA,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,1,2013,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,1,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,2,2013,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,2,2014,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,2,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,2,2017,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,3,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,3,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,3,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,3,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,3,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,3,2016,2,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,4,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,4,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,4,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,4,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,4,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,5,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,5,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,5,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,5,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,5,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,5,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,5,2017,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,6,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,6,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,6,2014,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,6,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,6,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,6,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,7,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,7,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,7,2012,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,7,2017,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,8,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,8,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,9,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,9,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,9,2014,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,9,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,9,2016,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,10,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,10,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,10,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,11,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,11,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,11,2016,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,11,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,12,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,12,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,12,2015,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,12,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,13,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,13,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,13,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,13,2013,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,13,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,13,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,14,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,14,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,14,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,14,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,15,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,16,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,16,2014,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,16,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,17,2011,2,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,17,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,17,2017,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,18,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,18,2011,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,18,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,18,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,18,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,18,2015,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,18,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,19,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,19,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,20,2011,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,20,2012,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,20,2015,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,20,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,21,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,21,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,21,2015,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,21,2016,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,22,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,22,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,22,2014,1,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,23,2008,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,23,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,23,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,23,2013,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,23,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,23,2015,2,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,23,2017,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,24,2009,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,24,2010,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,24,2014,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,24,2015,0,restaurant_violations_rodent_or_trash
1005,Restaurant Total,3,25,2008,0,restaurant_violations_rodent_or_trash
