,feature_id,feature_type,feature_subtype,year,week,census_block_2010,value
503,weather_average_maximum_temperature,,,2016,22,,285.85714285714283
504,weather_total_precipitation,,,2016,23,,0
505,weather_average_temperature,,,2016,23,,241.71428571428572
506,weather_average_minimum_temperature,,,2016,23,,177.85714285714286
507,weather_average_maximum_temperature,,,2016,23,,299.42857142857144
508,weather_total_precipitation,,,2016,24,,117
509,weather_average_temperature,,,2016,24,,237.57142857142858
510,weather_average_minimum_temperature,,,2016,24,,188.85714285714286
511,weather_average_maximum_temperature,,,2016,24,,291.14285714285717
512,weather_total_precipitation,,,2016,25,,386
513,weather_average_temperature,,,2016,25,,253.28571428571428
514,weather_average_minimum_temperature,,,2016,25,,209.57142857142858
515,weather_average_maximum_temperature,,,2016,25,,304.0
516,weather_total_precipitation,,,2016,26,,389
517,weather_average_temperature,,,2016,26,,242.57142857142858
518,weather_average_minimum_temperature,,,2016,26,,199.28571428571428
519,weather_average_maximum_temperature,,,2016,26,,284.2857142857143
520,weather_total_precipitation,,,2016,27,,202
521,weather_average_temperature,,,2016,27,,272.14285714285717
522,weather_average_minimum_temperature,,,2016,27,,238.85714285714286
523,weather_average_maximum_temperature,,,2016,27,,315.85714285714283
524,weather_total_precipitation,,,2016,28,,109
525,weather_average_temperature,,,2016,28,,277.0
526,weather_average_minimum_temperature,,,2016,28,,228.57142857142858
527,weather_average_maximum_temperature,,,2016,28,,332.57142857142856
528,weather_total_precipitation,,,2016,29,,229
529,weather_average_temperature,,,2016,29,,284.7142857142857
530,weather_average_minimum_temperature,,,2016,29,,232.57142857142858
531,weather_average_maximum_temperature,,,2016,29,,342.85714285714283
532,weather_total_precipitation,,,2016,30,,178
533,weather_average_temperature,,,2016,30,,294.14285714285717
534,weather_average_minimum_temperature,,,2016,30,,253.14285714285714
535,weather_average_maximum_temperature,,,2016,30,,349.14285714285717
536,weather_total_precipitation,,,2016,31,,15
537,weather_average_temperature,,,2016,31,,267.0
538,weather_average_minimum_temperature,,,2016,31,,228.57142857142858
539,weather_average_maximum_temperature,,,2016,31,,317.2857142857143
540,weather_total_precipitation,,,2016,32,,0
541,weather_average_temperature,,,2016,32,,293.0
542,weather_average_minimum_temperature,,,2016,32,,246.85714285714286
543,weather_average_maximum_temperature,,,2016,32,,349.85714285714283
544,weather_total_precipitation,,,2016,33,,694
545,weather_average_temperature,,,2016,33,,285.2857142857143
546,weather_average_minimum_temperature,,,2016,33,,232.42857142857142
547,weather_average_maximum_temperature,,,2016,33,,344.42857142857144
548,weather_total_precipitation,,,2016,34,,0
549,weather_average_temperature,,,2016,34,,267.85714285714283
550,weather_average_minimum_temperature,,,2016,34,,220.57142857142858
551,weather_average_maximum_temperature,,,2016,34,,315.0
552,weather_total_precipitation,,,2016,35,,8
553,weather_average_temperature,,,2016,35,,258.2857142857143
554,weather_average_minimum_temperature,,,2016,35,,216.57142857142858
555,weather_average_maximum_temperature,,,2016,35,,302.2857142857143
556,weather_total_precipitation,,,2016,36,,5
557,weather_average_temperature,,,2016,36,,279.57142857142856
558,weather_average_minimum_temperature,,,2016,36,,226.28571428571428
559,weather_average_maximum_temperature,,,2016,36,,338.85714285714283
560,weather_total_precipitation,,,2016,37,,0
561,weather_average_temperature,,,2016,37,,244.71428571428572
562,weather_average_minimum_temperature,,,2016,37,,200.14285714285714
563,weather_average_maximum_temperature,,,2016,37,,296.85714285714283
564,weather_total_precipitation,,,2016,38,,117
565,weather_average_temperature,,,2016,38,,236.42857142857142
566,weather_average_minimum_temperature,,,2016,38,,199.28571428571428
567,weather_average_maximum_temperature,,,2016,38,,274.0
568,weather_total_precipitation,,,2016,39,,568
569,weather_average_temperature,,,2016,39,,195.57142857142858
570,weather_average_minimum_temperature,,,2016,39,,177.71428571428572
571,weather_average_maximum_temperature,,,2016,39,,217.42857142857142
572,weather_total_precipitation,,,2016,40,,87
573,weather_average_temperature,,,2016,40,,188.28571428571428
574,weather_average_minimum_temperature,,,2016,40,,156.28571428571428
575,weather_average_maximum_temperature,,,2016,40,,223.71428571428572
576,weather_total_precipitation,,,2016,41,,0
577,weather_average_temperature,,,2016,41,,149.71428571428572
578,weather_average_minimum_temperature,,,2016,41,,100.71428571428571
579,weather_average_maximum_temperature,,,2016,41,,208.0
580,weather_total_precipitation,,,2016,42,,71
581,weather_average_temperature,,,2016,42,,195.14285714285714
582,weather_average_minimum_temperature,,,2016,42,,146.71428571428572
583,weather_average_maximum_temperature,,,2016,42,,254.85714285714286
584,weather_total_precipitation,,,2016,43,,8
585,weather_average_temperature,,,2016,43,,142.57142857142858
586,weather_average_minimum_temperature,,,2016,43,,90.42857142857143
587,weather_average_maximum_temperature,,,2016,43,,198.42857142857142
588,weather_total_precipitation,,,2016,44,,0
589,weather_average_temperature,,,2016,44,,152.71428571428572
590,weather_average_minimum_temperature,,,2016,44,,100.0
591,weather_average_maximum_temperature,,,2016,44,,205.57142857142858
592,weather_total_precipitation,,,2016,45,,48
593,weather_average_temperature,,,2016,45,,111.57142857142857
594,weather_average_minimum_temperature,,,2016,45,,57.42857142857143
595,weather_average_maximum_temperature,,,2016,45,,173.0
596,weather_total_precipitation,,,2016,46,,18
597,weather_average_temperature,,,2016,46,,106.85714285714286
598,weather_average_minimum_temperature,,,2016,46,,52.42857142857143
599,weather_average_maximum_temperature,,,2016,46,,172.0
600,weather_total_precipitation,,,2016,47,,0
601,weather_average_temperature,,,2016,47,,72.42857142857143
602,weather_average_minimum_temperature,,,2016,47,,36.57142857142857
603,weather_average_maximum_temperature,,,2016,47,,115.85714285714286
604,weather_total_precipitation,,,2016,48,,176
605,weather_average_temperature,,,2016,48,,100.42857142857143
606,weather_average_minimum_temperature,,,2016,48,,65.14285714285714
607,weather_average_maximum_temperature,,,2016,48,,141.28571428571428
608,weather_total_precipitation,,,2016,49,,308
609,weather_average_temperature,,,2016,49,,46.0
610,weather_average_minimum_temperature,,,2016,49,,11.571428571428571
611,weather_average_maximum_temperature,,,2016,49,,81.0
612,weather_total_precipitation,,,2016,50,,110
613,weather_average_temperature,,,2016,50,,34.0
614,weather_average_minimum_temperature,,,2016,50,,-5.142857142857143
615,weather_average_maximum_temperature,,,2016,50,,91.14285714285714
616,weather_total_precipitation,,,2016,51,,137
617,weather_average_temperature,,,2016,51,,38.57142857142857
618,weather_average_minimum_temperature,,,2016,51,,-1.8571428571428572
619,weather_average_maximum_temperature,,,2016,51,,85.14285714285714
620,weather_total_precipitation,,,2016,52,,61
621,weather_average_temperature,,,2016,52,,67.66666666666667
622,weather_average_minimum_temperature,,,2016,52,,24.333333333333332
623,weather_average_maximum_temperature,,,2016,52,,112.83333333333333
