id,date,prcp,snow,snwd,tavg,tmax,tmin
USW00013743,2016-04-12,13,0,0,174,200,89
USW00013743,2016-04-13,0,0,0,106,150,61
USW00013743,2016-04-14,0,0,0,112,178,44
USW00013743,2016-04-15,0,0,0,122,178,56
USW00013743,2016-04-16,0,0,0,141,222,72
USW00013743,2016-04-17,0,0,0,148,233,83
USW00013743,2016-04-18,0,0,0,196,294,106
USW00013743,2016-04-19,0,0,0,212,289,133
USW00013743,2016-04-20,0,0,0,168,217,100
USW00013743,2016-04-21,0,0,0,159,244,94
USW00013743,2016-04-22,0,0,0,203,244,178
USW00013743,2016-04-23,66,0,0,182,217,128
USW00013743,2016-04-24,0,0,0,146,194,78
USW00013743,2016-04-25,0,0,0,167,256,106
USW00013743,2016-04-26,0,0,0,233,300,183
USW00013743,2016-04-27,8,0,0,169,217,117
USW00013743,2016-04-28,147,0,0,122,133,89
USW00013743,2016-04-29,3,0,0,102,133,89
USW00013743,2016-04-30,5,0,0,121,144,106
USW00013743,2016-05-01,122,0,0,127,150,111
USW00013743,2016-05-02,315,0,0,161,250,128
USW00013743,2016-05-03,43,0,0,187,228,144
USW00013743,2016-05-04,8,0,0,142,156,117
USW00013743,2016-05-05,5,0,0,119,144,106
USW00013743,2016-05-06,201,0,0,122,128,106
USW00013743,2016-05-07,36,0,0,133,194,100
USW00013743,2016-05-08,10,0,0,169,222,122
USW00013743,2016-05-09,15,0,0,145,178,100
USW00013743,2016-05-10,3,0,0,158,183,133
USW00013743,2016-05-11,104,0,0,138,161,122
USW00013743,2016-05-12,0,0,0,159,189,144
USW00013743,2016-05-13,20,0,0,191,256,150
USW00013743,2016-05-14,33,0,0,179,244,111
USW00013743,2016-05-15,0,0,0,129,167,89
USW00013743,2016-05-16,0,0,0,129,194,72
USW00013743,2016-05-17,104,0,0,139,150,122
USW00013743,2016-05-18,0,0,0,147,189,122
USW00013743,2016-05-19,3,0,0,164,211,133
USW00013743,2016-05-20,0,0,0,182,244,117
USW00013743,2016-05-21,165,0,0,157,172,128
USW00013743,2016-05-22,94,0,0,131,144,122
USW00013743,2016-05-23,46,0,0,166,239,139
USW00013743,2016-05-24,0,0,0,205,283,139
USW00013743,2016-05-25,0,0,0,230,300,156
USW00013743,2016-05-26,0,0,0,231,311,172
USW00013743,2016-05-27,0,0,0,254,311,206
USW00013743,2016-05-28,0,0,0,255,306,211
USW00013743,2016-05-29,109,0,0,237,283,189
USW00013743,2016-05-30,0,0,0,227,267,200
USW00013743,2016-05-31,0,0,0,247,306,211
USW00013743,2016-06-01,0,0,0,254,306,206
USW00013743,2016-06-02,0,0,0,234,278,200
USW00013743,2016-06-03,81,0,0,237,272,222
USW00013743,2016-06-04,0,0,0,238,278,211
USW00013743,2016-06-05,41,0,0,247,294,211
USW00013743,2016-06-06,0,0,0,247,306,206
USW00013743,2016-06-07,0,0,0,254,306,183
USW00013743,2016-06-08,0,0,0,209,233,167
USW00013743,2016-06-09,0,0,0,203,278,117
USW00013743,2016-06-10,0,0,0,228,278,172
USW00013743,2016-06-11,0,0,0,257,356,189
USW00013743,2016-06-12,0,0,0,294,339,211
USW00013743,2016-06-13,0,0,0,227,272,178
USW00013743,2016-06-14,0,0,0,241,272,194
USW00013743,2016-06-15,0,0,0,228,283,189
USW00013743,2016-06-16,117,0,0,252,317,200
USW00013743,2016-06-17,0,0,0,226,278,189
USW00013743,2016-06-18,0,0,0,241,294,189
USW00013743,2016-06-19,0,0,0,248,322,183
USW00013743,2016-06-20,0,0,0,263,328,200
USW00013743,2016-06-21,251,0,0,267,328,222
USW00013743,2016-06-22,0,0,0,249,300,206
USW00013743,2016-06-23,135,0,0,242,278,211
USW00013743,2016-06-24,0,0,0,254,300,217
USW00013743,2016-06-25,0,0,0,249,294,222
USW00013743,2016-06-26,0,0,0,249,300,189
USW00013743,2016-06-27,89,0,0,247,306,200
USW00013743,2016-06-28,221,0,0,259,306,206
USW00013743,2016-06-29,0,0,0,237,278,200
USW00013743,2016-06-30,0,0,0,237,289,183
USW00013743,2016-07-01,61,0,0,258,311,217
USW00013743,2016-07-02,0,0,0,243,267,211
USW00013743,2016-07-03,18,0,0,217,233,178
USW00013743,2016-07-04,79,0,0,213,233,200
USW00013743,2016-07-05,69,0,0,266,328,233
USW00013743,2016-07-06,0,0,0,291,344,250
USW00013743,2016-07-07,0,0,0,294,339,250
USW00013743,2016-07-08,8,0,0,288,328,250
USW00013743,2016-07-09,46,0,0,284,339,256
USW00013743,2016-07-10,0,0,0,269,300,233
USW00013743,2016-07-11,0,0,0,264,311,211
USW00013743,2016-07-12,0,0,0,263,306,228
USW00013743,2016-07-13,0,0,0,274,322,239
USW00013743,2016-07-14,0,0,0,295,367,239
USW00013743,2016-07-15,0,0,0,297,344,244
USW00013743,2016-07-16,109,0,0,284,339,222
USW00013743,2016-07-17,0,0,0,262,339,217
USW00013743,2016-07-18,112,0,0,284,350,228
USW00013743,2016-07-19,117,0,0,271,333,211
USW00013743,2016-07-20,0,0,0,259,317,211
USW00013743,2016-07-21,0,0,0,269,322,217
USW00013743,2016-07-22,0,0,0,283,350,233
USW00013743,2016-07-23,0,0,0,312,367,261
USW00013743,2016-07-24,0,0,0,315,361,267
USW00013743,2016-07-25,0,0,0,318,378,272
USW00013743,2016-07-26,0,0,0,311,367,267
USW00013743,2016-07-27,0,0,0,309,361,272
USW00013743,2016-07-28,69,0,0,299,350,250
USW00013743,2016-07-29,25,0,0,272,333,239
USW00013743,2016-07-30,84,0,0,281,322,233
USW00013743,2016-07-31,0,0,0,269,333,239
USW00013743,2016-08-01,0,0,0,284,339,244
USW00013743,2016-08-02,0,0,0,277,328,239
USW00013743,2016-08-03,0,0,0,253,283,222
USW00013743,2016-08-04,0,0,0,253,300,211
USW00013743,2016-08-05,0,0,0,253,294,228
USW00013743,2016-08-06,15,0,0,272,344,239
USW00013743,2016-08-07,0,0,0,277,333,217
USW00013743,2016-08-08,0,0,0,266,333,211
USW00013743,2016-08-09,0,0,0,237,272,200
USW00013743,2016-08-10,0,0,0,286,350,250
USW00013743,2016-08-11,0,0,0,304,361,256
USW00013743,2016-08-12,0,0,0,312,372,272
USW00013743,2016-08-13,0,0,0,318,383,272
USW00013743,2016-08-14,0,0,0,328,378,267
USW00013743,2016-08-15,295,0,0,299,378,228
USW00013743,2016-08-16,0,0,0,279,361,239
USW00013743,2016-08-17,224,0,0,307,350,222
USW00013743,2016-08-18,0,0,0,275,333,233
USW00013743,2016-08-19,0,0,0,286,333,233
USW00013743,2016-08-20,0,0,0,283,328,239
USW00013743,2016-08-21,175,0,0,268,328,233
USW00013743,2016-08-22,0,0,0,253,294,206
USW00013743,2016-08-23,0,0,0,246,289,194
USW00013743,2016-08-24,0,0,0,247,300,194
USW00013743,2016-08-25,0,0,0,259,317,217
USW00013743,2016-08-26,0,0,0,297,350,250
USW00013743,2016-08-27,0,0,0,298,333,250
USW00013743,2016-08-28,0,0,0,275,322,233
USW00013743,2016-08-29,0,0,0,276,344,222
USW00013743,2016-08-30,0,0,0,283,328,239
USW00013743,2016-08-31,0,0,0,274,328,228
USW00013743,2016-09-01,8,0,0,259,283,222
USW00013743,2016-09-02,0,0,0,239,272,194
USW00013743,2016-09-03,0,0,0,238,278,211
USW00013743,2016-09-04,0,0,0,239,283,200
USW00013743,2016-09-05,0,0,0,242,311,183
USW00013743,2016-09-06,0,0,0,274,344,217
USW00013743,2016-09-07,5,0,0,281,344,228
USW00013743,2016-09-08,0,0,0,286,367,239
USW00013743,2016-09-09,0,0,0,301,356,256
USW00013743,2016-09-10,0,0,0,294,350,250
USW00013743,2016-09-11,0,0,0,279,300,211
USW00013743,2016-09-12,0,0,0,241,300,189
USW00013743,2016-09-13,0,0,0,253,317,206
USW00013743,2016-09-14,0,0,0,270,350,206
USW00013743,2016-09-15,0,0,0,241,250,194
USW00013743,2016-09-16,0,0,0,218,261,189
USW00013743,2016-09-17,0,0,0,235,283,200
USW00013743,2016-09-18,0,0,0,255,317,217
USW00013743,2016-09-19,117,0,0,248,256,228
USW00013743,2016-09-20,0,0,0,236,267,217
USW00013743,2016-09-21,0,0,0,249,278,228
USW00013743,2016-09-22,0,0,0,251,306,200
USW00013743,2016-09-23,0,0,0,246,322,189
USW00013743,2016-09-24,0,0,0,232,250,183
USW00013743,2016-09-25,0,0,0,193,239,150
USW00013743,2016-09-26,30,0,0,197,217,178
USW00013743,2016-09-27,109,0,0,207,250,183
USW00013743,2016-09-28,79,0,0,195,217,178
USW00013743,2016-09-29,259,0,0,208,211,183
USW00013743,2016-09-30,28,0,0,180,189,167
USW00013743,2016-10-01,58,0,0,183,194,172
USW00013743,2016-10-02,5,0,0,199,244,183
USW00013743,2016-10-03,0,0,0,213,256,172
USW00013743,2016-10-04,0,0,0,189,244,150
USW00013743,2016-10-05,0,0,0,179,222,144
USW00013743,2016-10-06,0,0,0,181,211,156
USW00013743,2016-10-07,0,0,0,191,233,167
USW00013743,2016-10-08,64,0,0,192,194,183
USW00013743,2016-10-09,23,0,0,173,206,122
USW00013743,2016-10-10,0,0,0,142,189,94
USW00013743,2016-10-11,0,0,0,135,200,78
USW00013743,2016-10-12,0,0,0,151,211,100
USW00013743,2016-10-13,0,0,0,164,228,122
USW00013743,2016-10-14,0,0,0,146,194,94
USW00013743,2016-10-15,0,0,0,148,206,100
USW00013743,2016-10-16,0,0,0,162,228,117
USW00013743,2016-10-17,0,0,0,201,278,150
USW00013743,2016-10-18,0,0,0,211,278,172
USW00013743,2016-10-19,0,0,0,233,306,183
USW00013743,2016-10-20,5,0,0,238,294,200
USW00013743,2016-10-21,66,0,0,211,261,144
USW00013743,2016-10-22,0,0,0,140,161,106
USW00013743,2016-10-23,0,0,0,132,206,72
USW00013743,2016-10-24,0,0,0,163,217,106
USW00013743,2016-10-25,0,0,0,131,178,83
USW00013743,2016-10-26,0,0,0,104,144,50
USW00013743,2016-10-27,8,0,0,129,172,100
USW00013743,2016-10-28,0,0,0,144,172,83
USW00013743,2016-10-29,0,0,0,139,239,67
USW00013743,2016-10-30,0,0,0,188,267,144
USW00013743,2016-10-31,0,0,0,151,167,89
USW00013743,2016-11-01,0,0,0,121,161,89
USW00013743,2016-11-02,0,0,0,158,228,117
USW00013743,2016-11-03,0,0,0,193,283,144
USW00013743,2016-11-04,0,0,0,166,183,94
USW00013743,2016-11-05,0,0,0,131,206,67
USW00013743,2016-11-06,0,0,0,149,211,100
USW00013743,2016-11-07,0,0,0,117,161,67
USW00013743,2016-11-08,0,0,0,109,200,50
USW00013743,2016-11-09,48,0,0,142,189,106
USW00013743,2016-11-10,0,0,0,118,172,67
USW00013743,2016-11-11,0,0,0,132,194,78
USW00013743,2016-11-12,0,0,0,87,117,28
USW00013743,2016-11-13,0,0,0,76,178,6
USW00013743,2016-11-14,0,0,0,84,133,22
USW00013743,2016-11-15,0,0,0,126,189,94
USW00013743,2016-11-16,5,0,0,115,194,50
USW00013743,2016-11-17,0,0,0,121,172,67
USW00013743,2016-11-18,0,0,0,121,211,50
USW00013743,2016-11-19,13,0,0,123,222,56
USW00013743,2016-11-20,0,0,0,58,83,28
USW00013743,2016-11-21,0,0,0,42,83,22
USW00013743,2016-11-22,0,0,0,48,106,11
USW00013743,2016-11-23,0,0,0,58,106,0
USW00013743,2016-11-24,0,0,0,94,139,61
USW00013743,2016-11-25,0,0,0,98,144,67
USW00013743,2016-11-26,0,0,0,92,111,56
USW00013743,2016-11-27,0,0,0,75,122,39
USW00013743,2016-11-28,0,0,0,64,122,17
USW00013743,2016-11-29,30,0,0,119,172,89
USW00013743,2016-11-30,97,0,0,155,206,111
USW00013743,2016-12-01,36,0,0,138,172,83
USW00013743,2016-12-02,0,0,0,90,128,67
USW00013743,2016-12-03,0,0,0,78,106,56
USW00013743,2016-12-04,13,0,0,59,83,33
USW00013743,2016-12-05,46,0,0,78,139,44
USW00013743,2016-12-06,262,0,0,70,78,56
USW00013743,2016-12-07,0,0,0,79,111,28
USW00013743,2016-12-08,0,0,0,62,89,11
USW00013743,2016-12-09,0,0,0,19,50,-10
USW00013743,2016-12-10,0,0,0,7,39,-32
USW00013743,2016-12-11,0,0,0,7,61,-16
USW00013743,2016-12-12,41,0,0,71,133,50
USW00013743,2016-12-13,0,0,0,66,83,44
USW00013743,2016-12-14,0,0,0,57,94,28
USW00013743,2016-12-15,0,0,0,2,44,-77
USW00013743,2016-12-16,0,0,0,-59,-10,-82
USW00013743,2016-12-17,66,0,0,-1,100,-21
USW00013743,2016-12-18,3,0,0,102,194,22
USW00013743,2016-12-19,0,0,0,18,39,-5
USW00013743,2016-12-20,0,0,0,-3,28,-32
USW00013743,2016-12-21,0,0,0,27,89,-27
USW00013743,2016-12-22,0,0,0,67,156,17
USW00013743,2016-12-23,0,0,0,43,89,-5
USW00013743,2016-12-24,137,0,0,59,89,22
USW00013743,2016-12-25,0,0,0,59,106,17
USW00013743,2016-12-26,0,0,0,54,94,28
USW00013743,2016-12-27,0,0,0,131,200,94
USW00013743,2016-12-28,0,0,0,92,111,28
USW00013743,2016-12-29,61,0,0,57,111,17
USW00013743,2016-12-30,0,0,0,43,67,0
USW00013743,2016-12-31,0,0,0,29,94,-21
