"inspection_id","latitude","longitude"
665,38.920149,-76.970165
666,38.920402,-77.000644
667,38.920402,-77.000644
668,38.920402,-77.000644
669,38.920583,-76.969896
670,38.892804,-76.983719
671,38.892804,-76.983719
672,38.892708,-77.001968
673,38.892708,-77.001968
674,38.892708,-77.001968
675,38.914792,-77.014686
679,38.914792,-77.014686
680,38.898065,-76.972128
681,38.898065,-76.972128
682,38.898065,-76.972128
683,38.917408,-76.970708
684,38.924432,-76.969349
685,38.924432,-76.969349
686,38.89701,-76.961181
687,38.917471,-76.968474
688,38.917471,-76.968474
689,38.917471,-76.968474
690,38.917471,-76.968474
691,38.925187,-76.996104
692,38.925197,-76.996103
693,38.925197,-76.996103
694,38.925197,-76.996103
695,38.925525,-76.990439
696,38.925525,-76.990439
697,38.925525,-76.990439
698,38.925525,-76.990439
699,38.925525,-76.990439
700,38.925525,-76.990439
701,38.925525,-76.990439
702,38.925525,-76.990439
703,38.926079,-76.996099
704,38.926079,-76.996099
705,38.926204,-76.964119
707,38.91892,-76.968819
708,38.908088,-77.000501
709,38.908088,-77.000501
710,38.908088,-77.000501
711,38.908088,-77.000501
712,38.908088,-77.000501
713,38.908088,-77.000501
714,38.908088,-77.000501
715,38.907795,-77.002016
716,38.907795,-77.002016
717,38.894605,-77.002035
718,38.894605,-77.002035
719,38.93425,-76.965713
720,38.93425,-76.965713
721,38.934097,-76.965824
722,38.934097,-76.965824
723,38.934097,-76.965824
724,38.934596,-76.964837
725,38.894576,-77.001818
726,38.894576,-77.001818
727,38.930377,-76.958242
728,38.930377,-76.958242
729,38.930379,-76.95824
730,38.930379,-76.95824
731,38.930379,-76.95824
732,38.930379,-76.95824
733,38.930379,-76.95824
734,38.930379,-76.95824
735,38.930383,-76.958234
736,38.930383,-76.958234
737,38.894864,-77.001782
738,38.894864,-77.001782
739,38.907758,-77.001742
740,38.907758,-77.001742
741,38.907758,-77.001742
742,38.929051,-76.960709
743,38.929051,-76.960709
744,38.929051,-76.960709
745,38.929051,-76.960709
746,38.91549,-77.001793
747,38.91549,-77.001793
748,38.91549,-77.001793
749,38.893024,-76.947267
750,38.893024,-76.947267
751,38.893024,-76.947267
752,38.893024,-76.947267
753,38.893024,-76.947267
754,38.893024,-76.947267
755,38.893024,-76.947267
756,38.893024,-76.947267
757,38.893024,-76.947267
758,38.893024,-76.947267
759,38.893024,-76.947267
760,38.893024,-76.947267
761,38.893024,-76.947267
762,38.893024,-76.947267
763,38.89454,-77.00175
764,38.89454,-77.00175
765,38.89454,-77.00175
766,38.930567,-76.990843
767,38.942159,-77.000919
768,38.942159,-77.000919
769,38.942159,-77.000919
770,38.942159,-77.000919
771,38.942159,-77.000919
772,38.942159,-77.000919
773,38.942159,-77.000919
774,38.942159,-77.000919
775,38.942159,-77.000919
776,38.942159,-77.000919
777,38.942159,-77.000919
778,38.942159,-77.000919
779,38.942159,-77.000919
780,38.942159,-77.000919
781,38.942159,-77.000919
782,38.942159,-77.000919
783,38.942159,-77.000919
784,38.942159,-77.000919
785,38.942159,-77.000919
786,38.942159,-77.000919
787,38.896445,-76.957331
788,38.896445,-76.957331
789,38.896445,-76.957331
790,38.896445,-76.957331
791,38.907331,-77.008886
792,38.907331,-77.008886
793,38.90804,-77.00026
794,38.932553,-76.991073
795,38.932553,-76.991073
796,38.932553,-76.991073
797,38.932553,-76.991073
798,38.932553,-76.991073
799,38.932553,-76.991073
800,38.932553,-76.991073
801,38.932573,-76.991074
802,38.932573,-76.991074
803,38.932573,-76.991074
804,38.932573,-76.991074
805,38.932573,-76.991074
806,38.932573,-76.991074
807,38.932573,-76.991074
808,38.932573,-76.991074
809,38.932663,-76.99093
810,38.932663,-76.99093
811,38.932663,-76.99093
812,38.932754,-76.991086
813,38.932754,-76.991086
814,38.932754,-76.991086
815,38.932754,-76.991086
816,38.932775,-76.991087
817,38.932775,-76.991087
818,38.932775,-76.991087
819,38.932775,-76.991087
820,38.932775,-76.991087
821,38.889742,-76.955329
822,38.932815,-76.99109
823,38.932815,-76.99109
824,38.932815,-76.99109
825,38.932815,-76.99109
826,38.932815,-76.99109
827,38.918719,-76.9572
828,38.889738,-76.954954
829,38.889738,-76.954954
830,38.889738,-76.954954
831,38.889738,-76.954954
832,38.937245,-76.990608
833,38.937245,-76.990608
834,38.933526,-76.991079
835,38.937245,-76.990608
836,38.933526,-76.991079
837,38.937245,-76.990608
838,38.933526,-76.991079
839,38.933526,-76.991079
840,38.937245,-76.990608
841,38.917788,-76.956111
842,38.934594,-76.991088
843,38.934594,-76.991088
844,38.934594,-76.991088
845,38.934594,-76.991088
846,38.934594,-76.991088
847,38.934594,-76.991088
848,38.934594,-76.991088
849,38.934594,-76.991088
850,38.93463,-76.991092
851,38.93463,-76.991092
852,38.93463,-76.991092
853,38.93463,-76.991092
854,38.93463,-76.991092
855,38.890642,-76.952393
856,38.890874,-76.952346
857,38.890874,-76.952346
858,38.890874,-76.952346
859,38.890874,-76.952346
860,38.891262,-76.952123
861,38.891262,-76.952123
862,38.891262,-76.952123
863,38.891262,-76.952123
864,38.936576,-76.993474
865,38.936576,-76.993474
866,38.936576,-76.993474
867,38.936576,-76.993474
868,38.936576,-76.993474
869,38.892106,-76.951445
870,38.892106,-76.951445
871,38.892106,-76.951445
872,38.892106,-76.951445
873,38.894225,-76.911199
874,38.894225,-76.911199
875,38.894225,-76.911199
876,38.936238,-76.990886
877,38.936238,-76.990886
878,38.936238,-76.990886
879,38.936238,-76.990886
880,38.936238,-76.990886
881,38.936238,-76.990886
882,38.936238,-76.990886
883,38.892524,-76.951039
884,38.892524,-76.951039
885,38.892575,-76.95101
886,38.874313,-76.969026
887,38.892592,-76.950947
888,38.892592,-76.950947
889,38.874313,-76.969026
890,38.892592,-76.950947
891,38.892592,-76.950947
892,38.892592,-76.950947
893,38.892592,-76.950947
894,38.891223,-76.952145
895,38.891223,-76.952145
896,38.874313,-76.969026
897,38.874313,-76.969026
898,38.895133,-76.949159
899,38.895133,-76.949159
900,38.895133,-76.949159
901,38.895133,-76.949159
902,38.895133,-76.949159
903,38.895133,-76.949159
904,38.932786,-77.00153
905,38.893257,-76.950542
906,38.893257,-76.950542
907,38.893257,-76.950542
908,38.893257,-76.950542
909,38.893257,-76.950542
910,38.893257,-76.950542
911,38.893257,-76.950542
912,38.893257,-76.950542
913,38.937247,-76.99053
914,38.937247,-76.99053
915,38.937247,-76.99053
916,38.937352,-76.990657
917,38.937352,-76.990657
918,38.937352,-76.990657
919,38.937569,-76.990599
920,38.937569,-76.990599
921,38.937569,-76.990599
922,38.937569,-76.990599
923,38.937569,-76.990599
924,38.89383,-76.950124
925,38.893946,-76.950144
926,38.893986,-76.950121
927,38.893986,-76.950121
928,38.894085,-76.950065
929,38.894085,-76.950065
930,38.894085,-76.950065
931,38.894224,-76.949947
932,38.894224,-76.949947
933,38.894224,-76.949947
934,38.894224,-76.949947
935,38.894224,-76.949947
936,38.931215,-77.000982
937,38.931215,-77.000982
938,38.931215,-77.000982
939,38.931215,-77.000982
940,38.931215,-77.000982
941,38.919761,-77.000568
942,38.919761,-77.000568
943,38.919761,-77.000568
944,38.919761,-77.000568
945,38.919761,-77.000568
946,38.919761,-77.000568
947,38.919761,-77.000568
948,38.919761,-77.000568
949,38.919761,-77.000568
950,38.919761,-77.000568
951,38.919761,-77.000568
952,38.919761,-77.000568
953,38.919761,-77.000568
954,38.899023,-76.946138
955,38.899023,-76.946138
956,38.899023,-76.946138
957,38.899023,-76.946138
958,38.894782,-76.994962
959,38.894782,-76.994962
960,38.894782,-76.994962
961,38.894782,-76.994962
962,38.931215,-77.000981
963,38.931215,-77.000981
964,38.895524,-76.948961
965,38.895364,-76.948889
966,38.90028,-77.000553
967,38.90028,-77.000553
968,38.919698,-77.000523
969,38.919698,-77.000523
970,38.919698,-77.000523
971,38.919698,-77.000523
972,38.919698,-77.000523
973,38.907781,-76.99999
974,38.907781,-76.99999
975,38.907781,-76.99999
976,38.896414,-76.94783
977,38.896414,-76.94783
978,38.907772,-76.999973
979,38.894886,-76.97892
980,38.907763,-76.999957
981,38.894604,-76.913744
982,38.894604,-76.913744
983,38.894604,-76.913744
990,38.919912,-77.000397
991,38.919739,-77.000423
992,38.919739,-77.000423
993,38.919739,-77.000423
994,38.919739,-77.000423
995,38.907019,-77.000372
996,38.907019,-77.000372
997,38.907857,-76.999784
998,38.907857,-76.999784
999,38.900128,-77.000408
1000,38.900128,-77.000408
1001,38.900128,-77.000408
1002,38.900128,-77.000408
1003,38.900128,-77.000408
1004,38.900128,-77.000408
1005,38.907725,-76.999856
1006,38.907725,-76.999856
1007,38.919753,-77.00039
1008,38.919753,-77.00039
1009,38.919753,-77.00039
1010,38.919753,-77.00039
1011,38.919753,-77.00039
1012,38.919753,-77.00039
1013,38.919753,-77.00039
1014,38.919753,-77.00039
1015,38.919753,-77.00039
1016,38.919753,-77.00039
1017,38.919753,-77.00039
1018,38.919753,-77.00039
1019,38.919753,-77.00039
1020,38.919753,-77.00039
1021,38.919753,-77.00039
1022,38.919753,-77.00039
1023,38.919753,-77.00039
1024,38.919753,-77.00039
1025,38.919753,-77.00039
1026,38.919753,-77.00039
1027,38.919753,-77.00039
1028,38.919753,-77.00039
1029,38.919753,-77.00039
1030,38.919753,-77.00039
1031,38.919753,-77.00039
1032,38.900128,-77.000374
1033,38.900128,-77.000374
1034,38.900128,-77.000374
1035,38.900128,-77.000374
1036,38.907698,-76.999806
1037,38.907698,-76.999806
1038,38.907698,-76.999806
1039,38.907698,-76.999806
1040,38.89562,-77.013579
1041,38.89562,-77.013579
1042,38.89562,-77.013579
1043,38.895433,-77.003433
1044,38.89562,-77.013579
1045,38.901528,-76.94181
1046,38.901528,-76.94181
1047,38.901182,-76.940947
1048,38.901182,-76.940947
1049,38.900559,-76.939188
1050,38.890795,-76.938326
1051,38.890795,-76.938326
1052,38.890795,-76.938326
1053,38.890795,-76.938326
1054,38.890795,-76.938326
1055,38.890795,-76.938326
1056,38.890795,-76.938326
1057,38.890795,-76.938326
1058,38.890795,-76.938326
1059,38.890795,-76.938326
1060,38.890662,-76.938215
1061,38.899103,-76.977218
1062,38.890662,-76.938215
1063,38.890662,-76.938215
1064,38.89063,-76.938172
1065,38.89063,-76.938172
1066,38.89063,-76.938172
1067,38.89063,-76.938172
1068,38.89063,-76.938172
1069,38.89063,-76.938172
1070,38.89063,-76.938172
1071,38.89063,-76.938172
1073,38.902768,-76.936591
1074,38.902768,-76.936591
1075,38.902854,-76.934699
1076,38.902939,-76.934494
