establishment_type,risk_category,year,week,census_block,value,restaurant_inspection_complaints
Bakery,1,2011,10,3011,1,restaurant_inspection_complaints
Bakery,1,2013,34,1000,1,restaurant_inspection_complaints
Bakery,2,2014,3,1001,1,restaurant_inspection_complaints
Bakery,2,2014,28,1001,1,restaurant_inspection_complaints
Bakery,2,2014,30,1001,1,restaurant_inspection_complaints
Bakery,2,2014,34,1001,4,restaurant_inspection_complaints
Bakery,2,2015,8,2001,1,restaurant_inspection_complaints
Bakery,2,2015,28,1001,1,restaurant_inspection_complaints
Bakery,2,2016,23,2005,1,restaurant_inspection_complaints
Bakery,3,2009,32,1001,1,restaurant_inspection_complaints
Bakery,3,2011,19,3004,1,restaurant_inspection_complaints
Bakery,3,2012,4,1000,1,restaurant_inspection_complaints
Bakery,3,2012,18,1000,1,restaurant_inspection_complaints
Bakery,3,2012,36,1040,1,restaurant_inspection_complaints
Bakery,3,2012,37,1000,1,restaurant_inspection_complaints
Bakery,3,2013,23,1000,1,restaurant_inspection_complaints
Bakery,3,2013,38,1000,1,restaurant_inspection_complaints
Barber Shop,1,2008,34,2001,1,restaurant_inspection_complaints
Barber Shop,1,2008,42,1007,1,restaurant_inspection_complaints
Barber Shop,1,2011,28,1014,1,restaurant_inspection_complaints
Barber Shop,1,2012,6,2007,1,restaurant_inspection_complaints
Barber Shop,1,2012,18,2002,1,restaurant_inspection_complaints
Barber Shop,1,2012,32,1010,1,restaurant_inspection_complaints
Barber Shop,1,2012,41,2007,1,restaurant_inspection_complaints
Barber Shop,1,2013,5,3003,1,restaurant_inspection_complaints
Barber Shop,1,2015,13,3026,1,restaurant_inspection_complaints
Barber Shop,1,2015,15,2001,1,restaurant_inspection_complaints
Barber Shop,1,2015,17,1013,1,restaurant_inspection_complaints
Barber Shop,1,2016,42,3002,1,restaurant_inspection_complaints
Barber Shop,1,2017,27,2007,1,restaurant_inspection_complaints
Barber Shop,2,2015,19,3007,1,restaurant_inspection_complaints
Beauty Shop,1,2011,9,1012,1,restaurant_inspection_complaints
Beauty Shop,1,2011,14,1002,2,restaurant_inspection_complaints
Beauty Shop,1,2011,35,2009,1,restaurant_inspection_complaints
Beauty Shop,1,2012,1,1014,1,restaurant_inspection_complaints
Beauty Shop,1,2013,51,1003,1,restaurant_inspection_complaints
Beauty Shop,1,2014,42,2000,1,restaurant_inspection_complaints
Beauty Shop,1,2016,1,1001,1,restaurant_inspection_complaints
Beauty Shop,1,2016,12,5002,1,restaurant_inspection_complaints
Beauty Shop,1,2016,16,2005,1,restaurant_inspection_complaints
Beauty Shop,1,2016,31,1004,1,restaurant_inspection_complaints
Beauty Shop,1,2017,7,1003,1,restaurant_inspection_complaints
Beauty Shop,2,2015,42,3004,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2010,42,3004,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2011,3,4004,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2011,8,2007,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2011,14,1001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2011,14,1003,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2011,24,1013,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2012,2,1013,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2012,30,1004,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2012,30,3001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2012,43,2007,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2012,43,3000,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2013,14,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2013,17,4010,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2013,22,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2013,24,4005,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2015,3,2007,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2015,19,3000,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2015,22,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2015,26,3001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2015,35,1001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2015,46,4005,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2015,50,1004,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,2,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,5,1003,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,5,1008,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,6,1001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,16,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,21,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,22,2003,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,23,1001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,23,4010,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,28,1004,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2016,34,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2017,8,1004,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2017,13,1002,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2017,15,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2017,18,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2017,29,1007,1,restaurant_inspection_complaints
Beauty Shop-Nails,1,2017,33,2001,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2012,7,1001,2,restaurant_inspection_complaints
Beauty Shop-Nails,2,2012,11,1002,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2012,11,2013,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2012,36,5002,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2012,37,5002,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2013,5,1013,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2013,32,1014,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2013,32,2009,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2015,2,2009,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2015,3,1012,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2015,17,1013,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2015,20,2013,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2015,22,1013,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2015,33,1013,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2015,40,2009,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2016,15,1000,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2016,39,3002,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2017,2,1001,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2017,2,3002,1,restaurant_inspection_complaints
Beauty Shop-Nails,2,2017,9,1013,1,restaurant_inspection_complaints
Beauty Shop-Nails,4,2011,8,1001,1,restaurant_inspection_complaints
Beauty Shop-Nails,4,2011,13,1001,1,restaurant_inspection_complaints
Beauty Shop-Nails,4,2013,24,1001,1,restaurant_inspection_complaints
Caterer,2,2011,38,3010,1,restaurant_inspection_complaints
Caterer,2,2015,25,1020,1,restaurant_inspection_complaints
Caterer,2,2017,29,2023,1,restaurant_inspection_complaints
Caterer,3,2011,23,2004,1,restaurant_inspection_complaints
Caterer,3,2011,24,1030,1,restaurant_inspection_complaints
Caterer,3,2011,39,1041,1,restaurant_inspection_complaints
Caterer,3,2011,46,2003,1,restaurant_inspection_complaints
Caterer,3,2011,48,2004,1,restaurant_inspection_complaints
Caterer,3,2012,10,2043,1,restaurant_inspection_complaints
Caterer,3,2012,36,1002,1,restaurant_inspection_complaints
Caterer,3,2013,37,1017,1,restaurant_inspection_complaints
Caterer,3,2013,51,2003,1,restaurant_inspection_complaints
Caterer,3,2014,6,2015,1,restaurant_inspection_complaints
Caterer,3,2014,40,1000,1,restaurant_inspection_complaints
Caterer,3,2015,23,1026,2,restaurant_inspection_complaints
Caterer,3,2016,16,1028,1,restaurant_inspection_complaints
Caterer,3,2017,29,1032,1,restaurant_inspection_complaints
Caterer,4,2009,20,2011,1,restaurant_inspection_complaints
Caterer,4,2009,36,4003,2,restaurant_inspection_complaints
Caterer,4,2010,18,2011,1,restaurant_inspection_complaints
Caterer,4,2011,9,2014,1,restaurant_inspection_complaints
Caterer,4,2011,49,4002,1,restaurant_inspection_complaints
Caterer,4,2013,25,4003,1,restaurant_inspection_complaints
Caterer,4,2014,13,1002,1,restaurant_inspection_complaints
Caterer,4,2014,20,1002,1,restaurant_inspection_complaints
Caterer,4,2015,38,2014,1,restaurant_inspection_complaints
Caterer,4,2017,34,2014,1,restaurant_inspection_complaints
Commission Merchant,2,2013,19,1027,1,restaurant_inspection_complaints
Commission Merchant,2,2016,7,1027,1,restaurant_inspection_complaints
Delicatessen,1,2008,9,2010,1,restaurant_inspection_complaints
Delicatessen,1,2008,45,2010,2,restaurant_inspection_complaints
Delicatessen,1,2009,2,2000,1,restaurant_inspection_complaints
Delicatessen,1,2009,32,2010,1,restaurant_inspection_complaints
Delicatessen,1,2010,11,1016,1,restaurant_inspection_complaints
Delicatessen,1,2010,20,1000,1,restaurant_inspection_complaints
Delicatessen,1,2010,30,3002,1,restaurant_inspection_complaints
Delicatessen,1,2010,34,2008,1,restaurant_inspection_complaints
Delicatessen,1,2012,2,2003,1,restaurant_inspection_complaints
Delicatessen,1,2012,8,1012,1,restaurant_inspection_complaints
Delicatessen,1,2012,10,2003,1,restaurant_inspection_complaints
Delicatessen,1,2012,31,1000,1,restaurant_inspection_complaints
Delicatessen,1,2012,35,1003,1,restaurant_inspection_complaints
Delicatessen,1,2012,40,1006,1,restaurant_inspection_complaints
Delicatessen,1,2012,46,1003,1,restaurant_inspection_complaints
Delicatessen,1,2013,2,1045,1,restaurant_inspection_complaints
Delicatessen,1,2013,16,1032,1,restaurant_inspection_complaints
Delicatessen,1,2013,17,1003,1,restaurant_inspection_complaints
Delicatessen,1,2013,38,2004,1,restaurant_inspection_complaints
Delicatessen,1,2014,9,1019,1,restaurant_inspection_complaints
Delicatessen,1,2014,19,1014,1,restaurant_inspection_complaints
Delicatessen,1,2014,34,1003,1,restaurant_inspection_complaints
Delicatessen,1,2014,34,2003,1,restaurant_inspection_complaints
Delicatessen,1,2015,14,2005,1,restaurant_inspection_complaints
Delicatessen,1,2015,22,2000,1,restaurant_inspection_complaints
Delicatessen,1,2015,33,2003,1,restaurant_inspection_complaints
Delicatessen,1,2015,51,1020,1,restaurant_inspection_complaints
Delicatessen,1,2016,3,2023,1,restaurant_inspection_complaints
Delicatessen,1,2016,13,1006,1,restaurant_inspection_complaints
Delicatessen,1,2016,19,1006,1,restaurant_inspection_complaints
Delicatessen,1,2016,29,2004,1,restaurant_inspection_complaints
Delicatessen,1,2017,24,1014,1,restaurant_inspection_complaints
Delicatessen,2,2005,41,3009,1,restaurant_inspection_complaints
Delicatessen,2,2008,1,2040,2,restaurant_inspection_complaints
Delicatessen,2,2008,3,2002,2,restaurant_inspection_complaints
Delicatessen,2,2008,18,4000,1,restaurant_inspection_complaints
Delicatessen,2,2008,20,1017,1,restaurant_inspection_complaints
Delicatessen,2,2008,24,2001,1,restaurant_inspection_complaints
Delicatessen,2,2008,24,2004,1,restaurant_inspection_complaints
Delicatessen,2,2008,25,1043,1,restaurant_inspection_complaints
Delicatessen,2,2008,26,1000,1,restaurant_inspection_complaints
Delicatessen,2,2008,26,2003,1,restaurant_inspection_complaints
Delicatessen,2,2008,26,2009,1,restaurant_inspection_complaints
Delicatessen,2,2008,27,2022,1,restaurant_inspection_complaints
Delicatessen,2,2008,28,2022,1,restaurant_inspection_complaints
Delicatessen,2,2008,30,3005,2,restaurant_inspection_complaints
Delicatessen,2,2008,32,1002,1,restaurant_inspection_complaints
Delicatessen,2,2008,33,4001,1,restaurant_inspection_complaints
Delicatessen,2,2008,34,1020,1,restaurant_inspection_complaints
Delicatessen,2,2008,35,2008,1,restaurant_inspection_complaints
Delicatessen,2,2008,35,NA,1,restaurant_inspection_complaints
Delicatessen,2,2008,36,3000,1,restaurant_inspection_complaints
Delicatessen,2,2008,37,1015,1,restaurant_inspection_complaints
Delicatessen,2,2008,37,4001,1,restaurant_inspection_complaints
Delicatessen,2,2008,41,3006,1,restaurant_inspection_complaints
Delicatessen,2,2008,42,2013,1,restaurant_inspection_complaints
Delicatessen,2,2008,43,2000,2,restaurant_inspection_complaints
Delicatessen,2,2008,45,1012,2,restaurant_inspection_complaints
Delicatessen,2,2008,46,2022,1,restaurant_inspection_complaints
Delicatessen,2,2008,48,1019,2,restaurant_inspection_complaints
Delicatessen,2,2008,51,2000,1,restaurant_inspection_complaints
Delicatessen,2,2008,51,2017,1,restaurant_inspection_complaints
Delicatessen,2,2009,2,2003,1,restaurant_inspection_complaints
Delicatessen,2,2009,3,2001,1,restaurant_inspection_complaints
Delicatessen,2,2009,3,2009,1,restaurant_inspection_complaints
Delicatessen,2,2009,4,1001,1,restaurant_inspection_complaints
Delicatessen,2,2009,4,1002,1,restaurant_inspection_complaints
Delicatessen,2,2009,4,4005,1,restaurant_inspection_complaints
Delicatessen,2,2009,5,1012,1,restaurant_inspection_complaints
Delicatessen,2,2009,8,1012,1,restaurant_inspection_complaints
Delicatessen,2,2009,8,1018,1,restaurant_inspection_complaints
Delicatessen,2,2009,10,2010,1,restaurant_inspection_complaints
Delicatessen,2,2009,15,2004,1,restaurant_inspection_complaints
Delicatessen,2,2009,19,1020,2,restaurant_inspection_complaints
Delicatessen,2,2009,24,1043,1,restaurant_inspection_complaints
Delicatessen,2,2009,31,2001,1,restaurant_inspection_complaints
Delicatessen,2,2009,32,2001,1,restaurant_inspection_complaints
Delicatessen,2,2009,32,3003,2,restaurant_inspection_complaints
Delicatessen,2,2009,32,4001,1,restaurant_inspection_complaints
Delicatessen,2,2009,36,1002,1,restaurant_inspection_complaints
Delicatessen,2,2009,37,1078,1,restaurant_inspection_complaints
Delicatessen,2,2010,9,2001,1,restaurant_inspection_complaints
Delicatessen,2,2010,10,1013,1,restaurant_inspection_complaints
Delicatessen,2,2010,10,4001,1,restaurant_inspection_complaints
Delicatessen,2,2010,11,1013,1,restaurant_inspection_complaints
Delicatessen,2,2010,11,2004,2,restaurant_inspection_complaints
Delicatessen,2,2010,11,4001,1,restaurant_inspection_complaints
Delicatessen,2,2010,12,1001,1,restaurant_inspection_complaints
Delicatessen,2,2010,16,2010,1,restaurant_inspection_complaints
Delicatessen,2,2010,21,3000,1,restaurant_inspection_complaints
Delicatessen,2,2010,22,1001,1,restaurant_inspection_complaints
Delicatessen,2,2010,22,1008,2,restaurant_inspection_complaints
Delicatessen,2,2010,24,1024,1,restaurant_inspection_complaints
Delicatessen,2,2010,26,1030,1,restaurant_inspection_complaints
Delicatessen,2,2010,28,1023,2,restaurant_inspection_complaints
Delicatessen,2,2010,29,1001,1,restaurant_inspection_complaints
Delicatessen,2,2010,32,1005,1,restaurant_inspection_complaints
Delicatessen,2,2010,33,1001,1,restaurant_inspection_complaints
Delicatessen,2,2010,33,3006,1,restaurant_inspection_complaints
Delicatessen,2,2010,35,2011,1,restaurant_inspection_complaints
Delicatessen,2,2010,36,1002,1,restaurant_inspection_complaints
Delicatessen,2,2010,36,2000,1,restaurant_inspection_complaints
Delicatessen,2,2010,37,1005,1,restaurant_inspection_complaints
Delicatessen,2,2010,38,1013,1,restaurant_inspection_complaints
Delicatessen,2,2010,39,1043,2,restaurant_inspection_complaints
Delicatessen,2,2010,44,4005,1,restaurant_inspection_complaints
Delicatessen,2,2010,46,1024,1,restaurant_inspection_complaints
Delicatessen,2,2010,47,4001,1,restaurant_inspection_complaints
Delicatessen,2,2010,49,NA,1,restaurant_inspection_complaints
Delicatessen,2,2011,1,4010,1,restaurant_inspection_complaints
Delicatessen,2,2011,3,1000,1,restaurant_inspection_complaints
Delicatessen,2,2011,7,1001,1,restaurant_inspection_complaints
Delicatessen,2,2011,8,3005,1,restaurant_inspection_complaints
Delicatessen,2,2011,10,2006,1,restaurant_inspection_complaints
Delicatessen,2,2011,10,3004,1,restaurant_inspection_complaints
Delicatessen,2,2011,12,1005,1,restaurant_inspection_complaints
Delicatessen,2,2011,13,1001,1,restaurant_inspection_complaints
Delicatessen,2,2011,13,1006,1,restaurant_inspection_complaints
Delicatessen,2,2011,14,2040,1,restaurant_inspection_complaints
Delicatessen,2,2011,16,2009,1,restaurant_inspection_complaints
Delicatessen,2,2011,17,1001,1,restaurant_inspection_complaints
Delicatessen,2,2011,17,3003,1,restaurant_inspection_complaints
Delicatessen,2,2011,21,5022,1,restaurant_inspection_complaints
Delicatessen,2,2011,21,NA,1,restaurant_inspection_complaints
Delicatessen,2,2011,22,2001,1,restaurant_inspection_complaints
Delicatessen,2,2011,24,2008,1,restaurant_inspection_complaints
Delicatessen,2,2011,25,1001,1,restaurant_inspection_complaints
Delicatessen,2,2011,27,1019,1,restaurant_inspection_complaints
Delicatessen,2,2011,28,1001,1,restaurant_inspection_complaints
Delicatessen,2,2011,28,1006,2,restaurant_inspection_complaints
Delicatessen,2,2011,28,2003,1,restaurant_inspection_complaints
Delicatessen,2,2011,29,1002,1,restaurant_inspection_complaints
Delicatessen,2,2011,29,2016,1,restaurant_inspection_complaints
Delicatessen,2,2011,31,1007,1,restaurant_inspection_complaints
Delicatessen,2,2011,31,3006,1,restaurant_inspection_complaints
Delicatessen,2,2011,32,2008,1,restaurant_inspection_complaints
Delicatessen,2,2011,35,3005,1,restaurant_inspection_complaints
Delicatessen,2,2011,36,2017,1,restaurant_inspection_complaints
Delicatessen,2,2011,40,2004,1,restaurant_inspection_complaints
Delicatessen,2,2011,41,1008,1,restaurant_inspection_complaints
Delicatessen,2,2011,41,2004,1,restaurant_inspection_complaints
Delicatessen,2,2011,42,2013,1,restaurant_inspection_complaints
Delicatessen,2,2011,42,3003,1,restaurant_inspection_complaints
Delicatessen,2,2011,42,5004,1,restaurant_inspection_complaints
Delicatessen,2,2011,45,2007,1,restaurant_inspection_complaints
Delicatessen,2,2011,45,3006,1,restaurant_inspection_complaints
Delicatessen,2,2011,46,1000,1,restaurant_inspection_complaints
Delicatessen,2,2011,49,2000,1,restaurant_inspection_complaints
Delicatessen,2,2011,52,2001,1,restaurant_inspection_complaints
Delicatessen,2,2012,1,1018,1,restaurant_inspection_complaints
Delicatessen,2,2012,3,1002,2,restaurant_inspection_complaints
Delicatessen,2,2012,3,2007,1,restaurant_inspection_complaints
Delicatessen,2,2012,5,1001,1,restaurant_inspection_complaints
Delicatessen,2,2012,7,1013,1,restaurant_inspection_complaints
Delicatessen,2,2012,7,1015,1,restaurant_inspection_complaints
Delicatessen,2,2012,7,2040,1,restaurant_inspection_complaints
Delicatessen,2,2012,8,1003,1,restaurant_inspection_complaints
Delicatessen,2,2012,8,1012,1,restaurant_inspection_complaints
Delicatessen,2,2012,9,2013,1,restaurant_inspection_complaints
Delicatessen,2,2012,10,NA,1,restaurant_inspection_complaints
Delicatessen,2,2012,11,1001,1,restaurant_inspection_complaints
Delicatessen,2,2012,11,1002,1,restaurant_inspection_complaints
Delicatessen,2,2012,12,4001,1,restaurant_inspection_complaints
Delicatessen,2,2012,14,1018,1,restaurant_inspection_complaints
Delicatessen,2,2012,17,1002,1,restaurant_inspection_complaints
Delicatessen,2,2012,18,2040,1,restaurant_inspection_complaints
Delicatessen,2,2012,18,3009,1,restaurant_inspection_complaints
Delicatessen,2,2012,19,1001,1,restaurant_inspection_complaints
Delicatessen,2,2012,19,1014,1,restaurant_inspection_complaints
Delicatessen,2,2012,20,1013,2,restaurant_inspection_complaints
Delicatessen,2,2012,21,1014,1,restaurant_inspection_complaints
Delicatessen,2,2012,22,1008,1,restaurant_inspection_complaints
Delicatessen,2,2012,23,1013,1,restaurant_inspection_complaints
Delicatessen,2,2012,26,3005,1,restaurant_inspection_complaints
Delicatessen,2,2012,26,4001,1,restaurant_inspection_complaints
Delicatessen,2,2012,27,2001,1,restaurant_inspection_complaints
Delicatessen,2,2012,27,3003,1,restaurant_inspection_complaints
Delicatessen,2,2012,29,3006,1,restaurant_inspection_complaints
Delicatessen,2,2012,30,1018,1,restaurant_inspection_complaints
Delicatessen,2,2012,31,1004,1,restaurant_inspection_complaints
Delicatessen,2,2012,31,3006,1,restaurant_inspection_complaints
Delicatessen,2,2012,34,1000,1,restaurant_inspection_complaints
Delicatessen,2,2012,35,3000,1,restaurant_inspection_complaints
Delicatessen,2,2012,36,1000,1,restaurant_inspection_complaints
Delicatessen,2,2012,36,1004,1,restaurant_inspection_complaints
Delicatessen,2,2012,36,2000,1,restaurant_inspection_complaints
Delicatessen,2,2012,37,2010,1,restaurant_inspection_complaints
Delicatessen,2,2012,38,1005,1,restaurant_inspection_complaints
Delicatessen,2,2012,39,2001,1,restaurant_inspection_complaints
Delicatessen,2,2012,40,1004,1,restaurant_inspection_complaints
Delicatessen,2,2012,40,1005,1,restaurant_inspection_complaints
Delicatessen,2,2012,40,1023,1,restaurant_inspection_complaints
Delicatessen,2,2012,41,1004,1,restaurant_inspection_complaints
Delicatessen,2,2012,41,1006,1,restaurant_inspection_complaints
Delicatessen,2,2012,42,2040,1,restaurant_inspection_complaints
Delicatessen,2,2012,44,2009,1,restaurant_inspection_complaints
Delicatessen,2,2012,45,2031,1,restaurant_inspection_complaints
Delicatessen,2,2012,47,2007,1,restaurant_inspection_complaints
Delicatessen,2,2012,47,3007,1,restaurant_inspection_complaints
Delicatessen,2,2012,48,2000,1,restaurant_inspection_complaints
Delicatessen,2,2012,48,2010,1,restaurant_inspection_complaints
Delicatessen,2,2012,49,3004,1,restaurant_inspection_complaints
Delicatessen,2,2012,50,2040,1,restaurant_inspection_complaints
Delicatessen,2,2012,51,1002,1,restaurant_inspection_complaints
Delicatessen,2,2012,53,2000,1,restaurant_inspection_complaints
Delicatessen,2,2013,1,1019,1,restaurant_inspection_complaints
Delicatessen,2,2013,2,1004,1,restaurant_inspection_complaints
Delicatessen,2,2013,2,2001,2,restaurant_inspection_complaints
Delicatessen,2,2013,2,NA,1,restaurant_inspection_complaints
Delicatessen,2,2013,3,3007,1,restaurant_inspection_complaints
Delicatessen,2,2013,6,1008,1,restaurant_inspection_complaints
Delicatessen,2,2013,8,1002,2,restaurant_inspection_complaints
Delicatessen,2,2013,8,2005,1,restaurant_inspection_complaints
Delicatessen,2,2013,8,2007,1,restaurant_inspection_complaints
Delicatessen,2,2013,10,2009,2,restaurant_inspection_complaints
Delicatessen,2,2013,12,2031,1,restaurant_inspection_complaints
Delicatessen,2,2013,13,1003,2,restaurant_inspection_complaints
Delicatessen,2,2013,14,1014,1,restaurant_inspection_complaints
Delicatessen,2,2013,15,1003,1,restaurant_inspection_complaints
Delicatessen,2,2013,15,1012,1,restaurant_inspection_complaints
Delicatessen,2,2013,15,3007,1,restaurant_inspection_complaints
Delicatessen,2,2013,16,2010,1,restaurant_inspection_complaints
Delicatessen,2,2013,20,3007,1,restaurant_inspection_complaints
Delicatessen,2,2013,21,2017,1,restaurant_inspection_complaints
Delicatessen,2,2013,22,1001,1,restaurant_inspection_complaints
Delicatessen,2,2013,22,1005,1,restaurant_inspection_complaints
Delicatessen,2,2013,22,1006,1,restaurant_inspection_complaints
Delicatessen,2,2013,23,1003,1,restaurant_inspection_complaints
Delicatessen,2,2013,24,1001,1,restaurant_inspection_complaints
Delicatessen,2,2013,29,2010,1,restaurant_inspection_complaints
Delicatessen,2,2013,29,NA,1,restaurant_inspection_complaints
Delicatessen,2,2013,30,1030,1,restaurant_inspection_complaints
Delicatessen,2,2013,31,4010,1,restaurant_inspection_complaints
Delicatessen,2,2013,32,1018,1,restaurant_inspection_complaints
Delicatessen,2,2013,34,1002,1,restaurant_inspection_complaints
Delicatessen,2,2013,34,1003,1,restaurant_inspection_complaints
Delicatessen,2,2013,34,3002,1,restaurant_inspection_complaints
Delicatessen,2,2013,35,2023,1,restaurant_inspection_complaints
Delicatessen,2,2013,36,1030,1,restaurant_inspection_complaints
Delicatessen,2,2013,36,2003,1,restaurant_inspection_complaints
Delicatessen,2,2013,37,2000,1,restaurant_inspection_complaints
Delicatessen,2,2013,38,1004,2,restaurant_inspection_complaints
Delicatessen,2,2013,41,1000,1,restaurant_inspection_complaints
Delicatessen,2,2013,43,3003,1,restaurant_inspection_complaints
Delicatessen,2,2013,45,4005,1,restaurant_inspection_complaints
Delicatessen,2,2013,46,1004,1,restaurant_inspection_complaints
Delicatessen,2,2013,51,1003,1,restaurant_inspection_complaints
Delicatessen,2,2014,2,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,3,1001,1,restaurant_inspection_complaints
Delicatessen,2,2014,3,1006,1,restaurant_inspection_complaints
Delicatessen,2,2014,6,2005,1,restaurant_inspection_complaints
Delicatessen,2,2014,6,2013,1,restaurant_inspection_complaints
Delicatessen,2,2014,7,2001,1,restaurant_inspection_complaints
Delicatessen,2,2014,8,1018,1,restaurant_inspection_complaints
Delicatessen,2,2014,10,1030,1,restaurant_inspection_complaints
Delicatessen,2,2014,11,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,11,2017,1,restaurant_inspection_complaints
Delicatessen,2,2014,11,2040,1,restaurant_inspection_complaints
Delicatessen,2,2014,13,1014,1,restaurant_inspection_complaints
Delicatessen,2,2014,13,2009,1,restaurant_inspection_complaints
Delicatessen,2,2014,14,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,14,3006,1,restaurant_inspection_complaints
Delicatessen,2,2014,18,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,18,1003,1,restaurant_inspection_complaints
Delicatessen,2,2014,18,2001,1,restaurant_inspection_complaints
Delicatessen,2,2014,18,2009,1,restaurant_inspection_complaints
Delicatessen,2,2014,22,3005,1,restaurant_inspection_complaints
Delicatessen,2,2014,23,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,23,2007,1,restaurant_inspection_complaints
Delicatessen,2,2014,24,1003,1,restaurant_inspection_complaints
Delicatessen,2,2014,24,1043,1,restaurant_inspection_complaints
Delicatessen,2,2014,25,2000,3,restaurant_inspection_complaints
Delicatessen,2,2014,26,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,26,1003,1,restaurant_inspection_complaints
Delicatessen,2,2014,26,2008,1,restaurant_inspection_complaints
Delicatessen,2,2014,28,NA,1,restaurant_inspection_complaints
Delicatessen,2,2014,29,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,29,1002,1,restaurant_inspection_complaints
Delicatessen,2,2014,29,5022,1,restaurant_inspection_complaints
Delicatessen,2,2014,30,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,30,1018,1,restaurant_inspection_complaints
Delicatessen,2,2014,30,2000,1,restaurant_inspection_complaints
Delicatessen,2,2014,32,1003,1,restaurant_inspection_complaints
Delicatessen,2,2014,32,2001,1,restaurant_inspection_complaints
Delicatessen,2,2014,33,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,33,2001,1,restaurant_inspection_complaints
Delicatessen,2,2014,33,4042,1,restaurant_inspection_complaints
Delicatessen,2,2014,35,1002,1,restaurant_inspection_complaints
Delicatessen,2,2014,35,3007,1,restaurant_inspection_complaints
Delicatessen,2,2014,35,4005,1,restaurant_inspection_complaints
Delicatessen,2,2014,35,5022,1,restaurant_inspection_complaints
Delicatessen,2,2014,36,1000,1,restaurant_inspection_complaints
Delicatessen,2,2014,36,1001,1,restaurant_inspection_complaints
Delicatessen,2,2014,36,1002,1,restaurant_inspection_complaints
Delicatessen,2,2014,36,1010,1,restaurant_inspection_complaints
