establishment_type,risk_category,year,week,census_block,value,restaurant_inspection_complaints
Restaurant Total,3,2014,53,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2014,53,1032,1,restaurant_inspection_complaints
Restaurant Total,3,2015,1,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,1,2026,1,restaurant_inspection_complaints
Restaurant Total,3,2015,1,3002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,1,3005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,1,4014,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,1010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,1031,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,2013,1,restaurant_inspection_complaints
Restaurant Total,3,2015,2,2018,1,restaurant_inspection_complaints
Restaurant Total,3,2015,3,1003,3,restaurant_inspection_complaints
Restaurant Total,3,2015,3,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,3,2001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,3,2010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,3,5022,1,restaurant_inspection_complaints
Restaurant Total,3,2015,4,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,4,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,4,1007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,4,1031,1,restaurant_inspection_complaints
Restaurant Total,3,2015,4,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,4,2017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,5,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,5,2007,2,restaurant_inspection_complaints
Restaurant Total,3,2015,6,1038,1,restaurant_inspection_complaints
Restaurant Total,3,2015,6,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,6,2022,1,restaurant_inspection_complaints
Restaurant Total,3,2015,6,2037,1,restaurant_inspection_complaints
Restaurant Total,3,2015,6,3008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,7,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,7,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,8,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,8,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,8,1004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,8,1014,1,restaurant_inspection_complaints
Restaurant Total,3,2015,8,3010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,9,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,9,1010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,9,1018,1,restaurant_inspection_complaints
Restaurant Total,3,2015,9,1030,1,restaurant_inspection_complaints
Restaurant Total,3,2015,9,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,10,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,10,1004,2,restaurant_inspection_complaints
Restaurant Total,3,2015,11,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,11,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,11,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,11,2012,2,restaurant_inspection_complaints
Restaurant Total,3,2015,11,3002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,12,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,12,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,12,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,12,1009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,12,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,12,1040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,12,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,12,2004,2,restaurant_inspection_complaints
Restaurant Total,3,2015,12,2012,1,restaurant_inspection_complaints
Restaurant Total,3,2015,13,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,13,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,13,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,13,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,13,2008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,13,6006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,14,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,14,1029,1,restaurant_inspection_complaints
Restaurant Total,3,2015,14,1041,1,restaurant_inspection_complaints
Restaurant Total,3,2015,14,2002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,14,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,14,2028,1,restaurant_inspection_complaints
Restaurant Total,3,2015,14,4003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,15,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,15,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,15,4017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,16,3011,1,restaurant_inspection_complaints
Restaurant Total,3,2015,17,1007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,17,2004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,17,2008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,17,2016,1,restaurant_inspection_complaints
Restaurant Total,3,2015,17,4022,1,restaurant_inspection_complaints
Restaurant Total,3,2015,18,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,18,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,18,2004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,19,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,19,2011,1,restaurant_inspection_complaints
Restaurant Total,3,2015,19,4001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,19,5003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,20,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,20,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,20,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,20,4041,1,restaurant_inspection_complaints
Restaurant Total,3,2015,20,4042,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,1005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,1010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,1032,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,1039,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,3000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,4009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,21,4026,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,1008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,1017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,2002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,2004,2,restaurant_inspection_complaints
Restaurant Total,3,2015,22,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,2009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,2021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,22,3002,2,restaurant_inspection_complaints
Restaurant Total,3,2015,22,4003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,1017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,1024,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,2009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,23,2012,1,restaurant_inspection_complaints
Restaurant Total,3,2015,24,1003,2,restaurant_inspection_complaints
Restaurant Total,3,2015,24,1005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,24,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,24,3018,1,restaurant_inspection_complaints
Restaurant Total,3,2015,25,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,25,2000,2,restaurant_inspection_complaints
Restaurant Total,3,2015,25,2026,1,restaurant_inspection_complaints
Restaurant Total,3,2015,25,2037,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,1008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,1014,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,1018,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,1028,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,2016,1,restaurant_inspection_complaints
Restaurant Total,3,2015,26,4001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,27,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,27,2029,1,restaurant_inspection_complaints
Restaurant Total,3,2015,27,3003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,27,4026,1,restaurant_inspection_complaints
Restaurant Total,3,2015,28,1005,2,restaurant_inspection_complaints
Restaurant Total,3,2015,28,1008,8,restaurant_inspection_complaints
Restaurant Total,3,2015,28,1010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,28,1019,1,restaurant_inspection_complaints
Restaurant Total,3,2015,28,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,28,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,28,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,28,2015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,28,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,28,3002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,29,2009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,29,2021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,29,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,30,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,30,1004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,30,2002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,30,2004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,30,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,31,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,31,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,31,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,31,2004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,31,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,31,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,31,2010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,32,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,32,1040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,32,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,32,2004,2,restaurant_inspection_complaints
Restaurant Total,3,2015,32,3011,1,restaurant_inspection_complaints
Restaurant Total,3,2015,33,1004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,33,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,33,1030,1,restaurant_inspection_complaints
Restaurant Total,3,2015,33,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,33,3008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,34,1003,3,restaurant_inspection_complaints
Restaurant Total,3,2015,34,1005,2,restaurant_inspection_complaints
Restaurant Total,3,2015,34,1012,2,restaurant_inspection_complaints
Restaurant Total,3,2015,34,1013,1,restaurant_inspection_complaints
Restaurant Total,3,2015,34,1020,2,restaurant_inspection_complaints
Restaurant Total,3,2015,34,1026,1,restaurant_inspection_complaints
Restaurant Total,3,2015,34,1029,1,restaurant_inspection_complaints
Restaurant Total,3,2015,34,2001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,34,2002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,35,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,35,1022,1,restaurant_inspection_complaints
Restaurant Total,3,2015,35,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,35,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,35,2017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,35,3017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,36,1000,2,restaurant_inspection_complaints
Restaurant Total,3,2015,36,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,36,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,36,2013,1,restaurant_inspection_complaints
Restaurant Total,3,2015,36,2017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,36,3002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,37,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,37,1014,1,restaurant_inspection_complaints
Restaurant Total,3,2015,37,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,37,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,38,1007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,38,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,38,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,38,4000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,39,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,39,1014,1,restaurant_inspection_complaints
Restaurant Total,3,2015,40,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,40,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,40,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,40,2000,2,restaurant_inspection_complaints
Restaurant Total,3,2015,40,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,40,4026,1,restaurant_inspection_complaints
Restaurant Total,3,2015,41,1010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,41,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,41,2002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,41,2020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,41,2029,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,1009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,1012,2,restaurant_inspection_complaints
Restaurant Total,3,2015,42,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,2017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,2037,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,3008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,4018,1,restaurant_inspection_complaints
Restaurant Total,3,2015,42,4026,1,restaurant_inspection_complaints
Restaurant Total,3,2015,43,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,43,1008,5402,restaurant_inspection_complaints
Restaurant Total,3,2015,43,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,43,2002,3,restaurant_inspection_complaints
Restaurant Total,3,2015,43,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,43,2012,1,restaurant_inspection_complaints
Restaurant Total,3,2015,43,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,43,3003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,43,4013,1,restaurant_inspection_complaints
Restaurant Total,3,2015,43,4019,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,1007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,1008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,2013,1,restaurant_inspection_complaints
Restaurant Total,3,2015,44,2019,1,restaurant_inspection_complaints
Restaurant Total,3,2015,45,1000,2,restaurant_inspection_complaints
Restaurant Total,3,2015,45,1004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,45,1017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,45,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,45,2009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,45,2012,1,restaurant_inspection_complaints
Restaurant Total,3,2015,45,2024,1,restaurant_inspection_complaints
Restaurant Total,3,2015,46,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,46,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2015,46,1019,1,restaurant_inspection_complaints
Restaurant Total,3,2015,46,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,46,2002,4,restaurant_inspection_complaints
Restaurant Total,3,2015,46,2003,2,restaurant_inspection_complaints
Restaurant Total,3,2015,46,2009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,46,2011,1,restaurant_inspection_complaints
Restaurant Total,3,2015,46,2028,1,restaurant_inspection_complaints
Restaurant Total,3,2015,46,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2015,47,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2015,47,1004,1,restaurant_inspection_complaints
Restaurant Total,3,2015,47,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,47,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2015,47,2005,2,restaurant_inspection_complaints
Restaurant Total,3,2015,47,3000,1,restaurant_inspection_complaints
Restaurant Total,3,2015,47,4009,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,1001,2,restaurant_inspection_complaints
Restaurant Total,3,2015,48,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,1008,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,1010,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,1043,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,2013,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,2017,1,restaurant_inspection_complaints
Restaurant Total,3,2015,48,2031,1,restaurant_inspection_complaints
Restaurant Total,3,2015,49,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,49,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2015,49,1022,1,restaurant_inspection_complaints
Restaurant Total,3,2015,49,2004,2,restaurant_inspection_complaints
Restaurant Total,3,2015,49,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,50,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2015,50,1012,1,restaurant_inspection_complaints
Restaurant Total,3,2015,50,1019,1,restaurant_inspection_complaints
Restaurant Total,3,2015,50,1027,1,restaurant_inspection_complaints
Restaurant Total,3,2015,50,1043,1,restaurant_inspection_complaints
Restaurant Total,3,2015,50,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2015,50,2015,1,restaurant_inspection_complaints
Restaurant Total,3,2015,50,3011,1,restaurant_inspection_complaints
Restaurant Total,3,2015,51,1043,1,restaurant_inspection_complaints
Restaurant Total,3,2015,51,3006,1,restaurant_inspection_complaints
Restaurant Total,3,2015,52,1000,2,restaurant_inspection_complaints
Restaurant Total,3,2015,52,2003,2,restaurant_inspection_complaints
Restaurant Total,3,2016,1,1018,1,restaurant_inspection_complaints
Restaurant Total,3,2016,1,1028,1,restaurant_inspection_complaints
Restaurant Total,3,2016,1,2009,1,restaurant_inspection_complaints
Restaurant Total,3,2016,1,2011,1,restaurant_inspection_complaints
Restaurant Total,3,2016,1,2020,1,restaurant_inspection_complaints
Restaurant Total,3,2016,1,5002,1,restaurant_inspection_complaints
Restaurant Total,3,2016,2,1001,2,restaurant_inspection_complaints
Restaurant Total,3,2016,2,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2016,2,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,2,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2016,2,2010,1,restaurant_inspection_complaints
Restaurant Total,3,2016,2,2012,1,restaurant_inspection_complaints
Restaurant Total,3,2016,2,2013,1,restaurant_inspection_complaints
Restaurant Total,3,2016,2,3008,1,restaurant_inspection_complaints
Restaurant Total,3,2016,3,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2016,3,1007,1,restaurant_inspection_complaints
Restaurant Total,3,2016,3,2002,1,restaurant_inspection_complaints
Restaurant Total,3,2016,3,2011,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,1004,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,1005,2,restaurant_inspection_complaints
Restaurant Total,3,2016,5,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,1018,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,2007,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,2020,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,2024,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,3000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,3002,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,4003,1,restaurant_inspection_complaints
Restaurant Total,3,2016,5,4019,1,restaurant_inspection_complaints
Restaurant Total,3,2016,6,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2016,6,1006,1,restaurant_inspection_complaints
Restaurant Total,3,2016,6,1008,1,restaurant_inspection_complaints
Restaurant Total,3,2016,6,1009,1,restaurant_inspection_complaints
Restaurant Total,3,2016,6,1011,1,restaurant_inspection_complaints
Restaurant Total,3,2016,6,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2016,6,2003,1,restaurant_inspection_complaints
Restaurant Total,3,2016,6,2007,2,restaurant_inspection_complaints
Restaurant Total,3,2016,6,2013,1,restaurant_inspection_complaints
Restaurant Total,3,2016,7,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2016,7,2012,1,restaurant_inspection_complaints
Restaurant Total,3,2016,8,1001,1,restaurant_inspection_complaints
Restaurant Total,3,2016,8,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2016,8,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,8,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2016,8,2007,2,restaurant_inspection_complaints
Restaurant Total,3,2016,8,2009,1,restaurant_inspection_complaints
Restaurant Total,3,2016,8,2017,1,restaurant_inspection_complaints
Restaurant Total,3,2016,8,3000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,9,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2016,9,1005,1,restaurant_inspection_complaints
Restaurant Total,3,2016,9,2009,1,restaurant_inspection_complaints
Restaurant Total,3,2016,9,4009,1,restaurant_inspection_complaints
Restaurant Total,3,2016,10,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,10,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2016,10,1003,2,restaurant_inspection_complaints
Restaurant Total,3,2016,10,1028,1,restaurant_inspection_complaints
Restaurant Total,3,2016,10,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,10,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2016,10,2026,1,restaurant_inspection_complaints
Restaurant Total,3,2016,10,3009,1,restaurant_inspection_complaints
Restaurant Total,3,2016,11,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,11,1003,3,restaurant_inspection_complaints
Restaurant Total,3,2016,11,1016,1,restaurant_inspection_complaints
Restaurant Total,3,2016,11,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2016,11,2000,2,restaurant_inspection_complaints
Restaurant Total,3,2016,11,2004,1,restaurant_inspection_complaints
Restaurant Total,3,2016,11,2007,2,restaurant_inspection_complaints
Restaurant Total,3,2016,11,2017,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,1000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,1009,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,1017,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,2002,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,2005,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,2008,1,restaurant_inspection_complaints
Restaurant Total,3,2016,12,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2016,13,1003,1,restaurant_inspection_complaints
Restaurant Total,3,2016,13,1004,1,restaurant_inspection_complaints
Restaurant Total,3,2016,13,1020,1,restaurant_inspection_complaints
Restaurant Total,3,2016,13,2010,1,restaurant_inspection_complaints
Restaurant Total,3,2016,13,2024,1,restaurant_inspection_complaints
Restaurant Total,3,2016,14,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2016,14,1021,1,restaurant_inspection_complaints
Restaurant Total,3,2016,14,1022,1,restaurant_inspection_complaints
Restaurant Total,3,2016,14,1030,2,restaurant_inspection_complaints
Restaurant Total,3,2016,14,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,14,2001,1,restaurant_inspection_complaints
Restaurant Total,3,2016,14,2037,1,restaurant_inspection_complaints
Restaurant Total,3,2016,14,3000,2,restaurant_inspection_complaints
Restaurant Total,3,2016,14,3003,1,restaurant_inspection_complaints
Restaurant Total,3,2016,15,1000,2,restaurant_inspection_complaints
Restaurant Total,3,2016,15,1004,1,restaurant_inspection_complaints
Restaurant Total,3,2016,15,1010,1,restaurant_inspection_complaints
Restaurant Total,3,2016,15,2000,1,restaurant_inspection_complaints
Restaurant Total,3,2016,15,2004,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,1002,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,1026,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,2001,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,2006,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,2015,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,2026,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,2029,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,2048,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,3019,1,restaurant_inspection_complaints
Restaurant Total,3,2016,16,4005,1,restaurant_inspection_complaints
Restaurant Total,3,2016,17,1015,1,restaurant_inspection_complaints
Restaurant Total,3,2016,17,1029,1,restaurant_inspection_complaints
Restaurant Total,3,2016,17,1043,1,restaurant_inspection_complaints
Restaurant Total,3,2016,17,2004,1,restaurant_inspection_complaints
Restaurant Total,3,2016,17,2040,1,restaurant_inspection_complaints
Restaurant Total,3,2016,17,5022,1,restaurant_inspection_complaints
